Age,Attrition,Business_Travel,Daily_Rate,Department,Distance_From_Home,Education,Education_Field,Employee_Number,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_Since_Last_Promotion,Years_With_Current_Manager,Role_Department,Remote_Work
24,Yes,Travel Rarely,813.0,Unknown,1.0,3,Unknown,0.01,2,Male,61.0,3,1,Research Scientist,4,Unknown,6477.686121919585,3020,2,Yes,16,3.0,1,1,6.0,2,3.0,2,2,0,Unknown,False
35,No,Unknown,802.1444989227858, Research & Development ,4.0,2,Other,53.0,3,Male,75.0,3,1,Laboratory Technician,4,Divorced,1951.0,10910,1,Unknown,12,3.0,3,1,1.0,3,3.0,1,0,0,Laboratory Technician - Research & Development,True
27,No,Unknown,1240.0,Unknown,2.0,4,Life Sciences,54.0,4,Female,33.0,3,1,Laboratory Technician,1,Divorced,6477.686121919585,19715,1,Unknown,13,3.0,4,1,11.618027903113282,6,3.0,1,0,0,Unknown,False
26,Yes,Unknown,1357.0,Unknown,25.0,3,Life Sciences,55.0,1,Male,48.0,1,1,Laboratory Technician,3,Single,6477.686121919585,10558,1,Unknown,12,3.0,3,0,1.0,2,2.0,1,0,1,Unknown,False
37,No,Unknown,802.1536833661127, Research & Development ,8.893988079860858,2,Life Sciences,0.01,2,Male,73.0,3,1,Research Scientist,2,Married,3022.0,10227,4,No,21,4.0,1,0,8.0,1,3.0,1,0,0,Research Scientist - Research & Development,False
35,No,Unknown,1229.0,Unknown,8.854453824693952,1,Unknown,0.01,4,Male,36.0,4,1,Laboratory Technician,4,Unknown,6477.686121919585,4892,1,No,19,3.0,4,0,1.0,2,3.0,1,0,1,Unknown,True
48,Yes,Unknown,626.0,Unknown,1.0,2,Unknown,64.0,1,Male,98.0,2,3,Laboratory Technician,3,Unknown,6477.686121919585,19294,9,Unknown,13,3.0,4,0,11.195702894492268,2,3.0,1,0,0,Unknown,False
35,No,Non Travel,1097.0,Unknown,11.0,2,Medical,70.0,3,Male,79.0,2,3,Healthcare Representative,1,Married,6477.686121919585,8302,2,Yes,13,3.0,3,1,10.0,3,3.0,4,2,3,Unknown,True
55,No,Travel Rarely,836.0,Unknown,8.0,3,Unknown,84.0,4,Female,66.06077087029169,3,4,Manager,3,Divorced,6477.686121919585,19730,2,Yes,14,3.0,3,3,21.0,2,3.0,5,0,2,Unknown,True
45,No,Unknown,1339.0,Unknown,7.0,3,Life Sciences,0.01,2,Male,59.0,3,3,Research Scientist,1,Unknown,9724.0,18787,2,No,17,3.0,3,1,11.691286239641949,2,3.0,1,0,0,Unknown,True
36,Yes,Unknown,318.0,Unknown,9.0,3,Medical,0.01,4,Male,65.59379342503797,2,1,Research Scientist,3,Unknown,3388.0,21777,0,Unknown,17,3.0,1,1,10.974463923265484,0,2.0,1,0,0,Unknown,True
36,No,Travel Rarely,132.0, Research & Development ,6.0,3,Life Sciences,97.0,2,Female,55.0,4,1,Laboratory Technician,4,Unknown,3038.0,22002,3,No,12,3.0,2,0,10.842227388621405,3,3.0,1,0,0,Laboratory Technician - Research & Development,True
45,No,Travel Rarely,193.0, Research & Development ,6.0,4,Other,0.01,4,Male,52.0,3,3,Research Director,1,Unknown,6477.686121919585,15067,4,Yes,14,3.0,2,0,10.884680248416073,3,4.0,0,0,0,Research Director - Research & Development,False
55,No,Unknown,111.0,Unknown,1.0,2,Unknown,106.0,1,Male,70.0,3,3,Sales Executive,4,Married,6477.686121919585,18092,3,Unknown,14,3.0,4,1,10.82966410389465,4,3.0,1,1,0,Unknown,True
23,No,Unknown,541.0,Unknown,2.0,1,Technical Degree,113.0,3,Male,62.0,3,1,Sales Representative,1,Divorced,2322.0,9518,3,No,13,3.0,3,1,11.130791027536695,3,3.0,0,0,0,Unknown,False
32,No,Travel Rarely,827.0,Unknown,1.0,1,Life Sciences,0.01,4,Male,71.0,3,1,Research Scientist,1,Single,6477.686121919585,15178,1,No,13,3.0,4,0,11.333141324552317,2,3.0,1,0,0,Unknown,True
20,Yes,Unknown,871.0, Research & Development ,6.0,3,Life Sciences,137.0,4,Female,66.0,2,1,Laboratory Technician,4,Single,2926.0,19783,1,Yes,18,3.0,2,0,11.363303057659339,5,3.0,1,1,0,Laboratory Technician - Research & Development,False
37,No,Unknown,1040.0,Unknown,2.0,2,Life Sciences,139.0,3,Male,100.0,2,2,Healthcare Representative,4,Divorced,6477.686121919585,15850,5,No,14,3.0,4,1,17.0,2,4.0,1,0,0,Unknown,False
22,No,Unknown,801.9959204152341, Research & Development ,15.0,3,Unknown,144.0,2,Female,59.0,3,1,Laboratory Technician,4,Single,6477.686121919585,23785,1,No,15,3.0,3,0,11.313695537344447,5,3.0,0,0,0,Laboratory Technician - Research & Development,False
34,No,Unknown,1031.0,Unknown,8.870657064657015,4,Life Sciences,0.01,2,Female,45.0,2,2,Research Scientist,2,Unknown,4505.0,15000,6,Unknown,15,3.0,3,1,11.472745934458585,3,3.0,1,0,0,Unknown,True
36,No,Unknown,922.0,Unknown,3.0,2,Life Sciences,155.0,1,Female,39.0,3,1,Laboratory Technician,4,Divorced,2835.0,2561,5,Unknown,22,4.0,1,1,11.395327057437843,2,3.0,1,0,0,Unknown,False
19,Yes,Travel Rarely,528.0, Sales ,22.0,1,Marketing,167.0,4,Male,65.78358385609566,3,1,Sales Representative,3,Single,6477.686121919585,26820,1,Yes,19,3.0,4,0,0.0,2,2.0,0,0,0,Sales Representative - Sales,True
41,No,Unknown,802.4048625211846,Unknown,9.0,4,Life Sciences,200.0,3,Male,94.0,3,1,Laboratory Technician,1,Unknown,6477.686121919585,6961,2,Unknown,21,4.0,4,1,7.0,2,3.0,5,1,4,Unknown,True
19,No,Unknown,802.1899184281001,Unknown,8.895567618035596,1,Unknown,201.0,2,Female,79.0,3,1,Laboratory Technician,2,Single,6477.686121919585,16102,1,No,14,3.0,4,0,1.0,3,3.0,1,0,0,Unknown,False
51,No,Unknown,1169.0,Unknown,7.0,4,Unknown,211.0,2,Male,34.0,2,2,Manufacturing Director,3,Married,6477.686121919585,13983,2,No,17,3.0,3,0,10.0,2,3.0,1,0,0,Unknown,True
58,No,Unknown,1145.0,Unknown,9.0,3,Unknown,214.0,2,Female,75.0,2,1,Research Scientist,2,Married,6477.686121919585,11873,4,Yes,20,4.0,2,1,9.0,3,2.0,1,0,0,Unknown,False
19,Yes,Travel Frequently,602.0,Unknown,1.0,1,Unknown,0.01,3,Female,100.0,1,1,Sales Representative,1,Unknown,6477.686121919585,20989,0,No,21,4.0,1,0,1.0,5,3.0,0,0,0,Unknown,True
19,Yes,Travel Rarely,303.0,Unknown,2.0,3,Life Sciences,243.0,2,Male,65.57944465194787,2,1,Laboratory Technician,4,Single,6477.686121919585,9241,1,Unknown,22,4.0,3,0,1.0,3,2.0,1,1,0,Unknown,True
35,Yes,Travel Rarely,556.0,Unknown,23.0,2,Unknown,0.01,2,Male,50.0,2,2,Manufacturing Director,3,Unknown,6477.686121919585,15497,3,Yes,13,3.0,1,0,8.0,1,3.0,1,0,1,Unknown,True
38,No,Travel Rarely,1261.0,Unknown,8.859885078877495,4,Unknown,271.0,4,Male,66.4435535687863,3,2,Manufacturing Director,3,Unknown,6553.0,7259,9,Unknown,14,3.0,2,0,14.0,3,3.0,1,0,0,Unknown,False
38,Yes,Unknown,1180.0,Unknown,29.0,1,Medical,282.0,2,Male,70.0,3,2,Healthcare Representative,1,Married,6673.0,11354,7,Yes,19,3.0,2,0,17.0,2,3.0,1,0,0,Unknown,False
41,No,Unknown,896.0, Sales ,6.0,3,Life Sciences,0.01,4,Female,75.0,3,3,Manager,4,Single,13591.0,14674,3,Yes,18,3.0,3,0,11.382164478514209,3,3.0,1,0,0,Manager - Sales,False
59,No,Travel Rarely,142.0,Unknown,3.0,3,Life Sciences,309.0,3,Male,70.0,2,1,Research Scientist,4,Married,2177.0,8456,3,Unknown,17,3.0,1,1,7.0,6,3.0,1,0,0,Unknown,True
50,No,Travel Rarely,854.0,Unknown,1.0,4,Medical,323.0,4,Female,68.0,3,5,Manager,4,Divorced,19517.0,24118,3,No,11,3.0,3,1,11.351692838154092,3,2.0,7,0,6,Unknown,False
41,No,Travel Rarely,1411.0, Research & Development ,19.0,2,Life Sciences,334.0,3,Male,36.0,3,2,Research Scientist,1,Divorced,6477.686121919585,19877,2,Unknown,16,3.0,1,2,17.0,2,2.0,1,0,0,Research Scientist - Research & Development,True
45,No,Unknown,252.0,Unknown,1.0,3,Unknown,0.01,3,Male,70.0,4,5,Manager,4,Unknown,19202.0,15970,0,Unknown,11,3.0,3,1,25.0,2,3.0,24,1,7,Unknown,False
37,Yes,Unknown,504.0,Unknown,10.0,3,Medical,342.0,1,Male,61.0,3,3,Manufacturing Director,3,Unknown,10048.0,22573,6,No,11,3.0,2,2,17.0,5,3.0,1,0,0,Unknown,True
51,No,Unknown,833.0,Unknown,8.897737620531437,3,Unknown,0.01,3,Male,96.0,3,1,Research Scientist,4,Married,2723.0,23231,1,No,11,3.0,2,0,1.0,0,2.0,1,0,0,Unknown,True
28,Yes,Travel Rarely,529.0,Unknown,2.0,4,Life Sciences,364.0,1,Male,79.0,3,1,Laboratory Technician,3,Single,6477.686121919585,14935,2,Unknown,11,3.0,3,0,5.0,5,1.0,0,0,0,Unknown,False
29,No,Travel Rarely,1210.0,Unknown,2.0,3,Medical,0.01,1,Male,78.0,2,2,Sales Executive,2,Married,6644.0,3687,2,No,19,3.0,2,2,10.0,2,3.0,0,0,0,Unknown,True
31,No,Travel Rarely,1463.0, Research & Development ,23.0,3,Medical,367.0,2,Male,64.0,2,2,Healthcare Representative,4,Unknown,6477.686121919585,14408,0,No,21,3.0,2,1,10.0,2,3.0,9,7,8,Healthcare Representative - Research & Development,True
38,No,Travel Rarely,322.0,Unknown,7.0,2,Medical,0.01,1,Female,44.0,4,2,Sales Executive,1,Unknown,5605.0,19191,1,Yes,24,4.0,3,1,8.0,3,3.0,8,7,7,Unknown,False
44,Yes,Travel Frequently,920.0,Unknown,8.877926936396236,3,Life Sciences,392.0,1,Male,43.0,3,1,Laboratory Technician,3,Unknown,3161.0,19920,3,Yes,22,4.0,4,1,19.0,0,1.0,1,0,0,Unknown,True
36,No,Unknown,506.0,Unknown,3.0,3,Technical Degree,397.0,3,Male,30.0,3,2,Research Scientist,2,Single,6477.686121919585,26285,4,Unknown,12,3.0,4,0,10.0,2,3.0,8,7,7,Unknown,True
18,Yes,Unknown,801.8833585711714, Research & Development ,3.0,3,Unknown,0.01,3,Male,54.0,3,1,Laboratory Technician,3,Single,1420.0,25233,1,No,13,3.0,3,0,0.0,2,3.0,0,0,0,Laboratory Technician - Research & Development,True
36,No,Unknown,566.0,Unknown,18.0,4,Life Sciences,407.0,3,Male,81.0,4,1,Laboratory Technician,4,Married,6477.686121919585,7122,4,No,18,3.0,4,2,4.0,2,3.0,1,0,0,Unknown,True
18,No,Unknown,812.0,Unknown,10.0,3,Unknown,0.01,4,Female,69.0,2,1,Sales Representative,3,Unknown,1200.0,9724,1,No,12,3.0,1,0,0.0,2,3.0,0,0,0,Unknown,False
39,Yes,Travel Rarely,1162.0,Unknown,3.0,2,Unknown,445.0,4,Female,41.0,3,2,Sales Executive,3,Married,5238.0,17778,4,Yes,18,3.0,1,0,12.0,3,2.0,1,0,0,Unknown,True
43,No,Travel Rarely,1001.0, Research & Development ,8.872263354075614,3,Unknown,0.01,1,Female,43.0,3,3,Healthcare Representative,1,Married,9985.0,9262,8,No,16,3.0,1,1,11.45137051571423,1,2.0,1,0,0,Healthcare Representative - Research & Development,True
47,No,Travel Frequently,1309.0,Unknown,4.0,1,Medical,0.01,2,Male,99.0,3,2,Sales Representative,3,Unknown,6477.686121919585,25751,3,No,19,3.0,1,0,5.0,3,3.0,0,0,0,Unknown,False
42,No,Travel Rarely,810.0,Unknown,23.0,5,Unknown,468.0,1,Female,44.0,3,4,Research Director,4,Single,15992.0,15901,2,No,14,3.0,2,0,16.0,2,3.0,1,0,0,Unknown,False
32,No,Unknown,1062.0,Unknown,2.0,3,Unknown,471.0,3,Female,75.0,3,1,Laboratory Technician,2,Married,2370.0,3956,1,No,13,3.0,3,1,8.0,4,3.0,8,0,7,Unknown,True
48,No,Travel Rarely,530.0,Unknown,29.0,1,Medical,473.0,1,Female,91.0,3,3,Manager,3,Married,6477.686121919585,23978,3,Unknown,21,4.0,2,1,15.0,3,1.0,0,0,0,Unknown,True
42,No,Travel Rarely,1332.0, Research & Development ,2.0,4,Unknown,477.0,1,Male,98.0,2,2,Healthcare Representative,4,Unknown,6781.0,17078,3,Unknown,23,4.0,2,0,11.69199642328821,6,3.0,1,0,0,Healthcare Representative - Research & Development,False
36,No,Non Travel,845.0,Unknown,1.0,5,Medical,479.0,4,Female,45.0,3,2,Sales Executive,4,Unknown,6653.0,15276,4,Unknown,15,3.0,2,0,11.342077262699126,6,3.0,1,0,0,Unknown,True
33,Yes,Travel Rarely,350.0,Unknown,5.0,3,Marketing,485.0,4,Female,34.0,3,1,Sales Representative,3,Single,2851.0,9150,1,Unknown,13,3.0,2,0,1.0,2,3.0,1,0,0,Unknown,False
46,No,Unknown,1144.0, Research & Development ,7.0,4,Medical,487.0,3,Female,30.0,3,2,Manufacturing Director,3,Married,5258.0,16044,2,Unknown,14,3.0,3,0,7.0,2,4.0,1,0,0,Manufacturing Director - Research & Development,True
21,Yes,Travel Rarely,156.0, Sales ,12.0,3,Life Sciences,494.0,3,Female,90.0,4,1,Sales Representative,2,Single,6477.686121919585,25422,1,Unknown,15,3.0,4,0,1.0,0,3.0,1,0,0,Sales Representative - Sales,False
30,No,Unknown,202.0,Unknown,2.0,1,Technical Degree,508.0,3,Male,72.0,3,1,Sales Representative,2,Unknown,2476.0,17434,1,Unknown,18,3.0,1,1,10.893910437039688,3,3.0,1,0,0,Unknown,True
30,Yes,Travel Frequently,464.0,Unknown,4.0,3,Unknown,514.0,3,Male,40.0,3,1,Research Scientist,4,Single,2285.0,3427,9,Yes,23,4.0,3,0,3.0,4,3.0,1,0,0,Unknown,False
32,No,Travel Rarely,1305.0,Unknown,10.0,4,Unknown,518.0,3,Male,49.0,3,2,Manufacturing Director,2,Single,4197.0,21123,2,Unknown,12,3.0,4,0,18.0,2,2.0,1,0,1,Unknown,True
40,No,Travel Rarely,555.0,Unknown,2.0,3,Unknown,0.01,2,Female,78.0,2,2,Laboratory Technician,3,Married,3448.0,13436,6,No,22,4.0,2,1,11.142920583380477,3,3.0,1,0,0,Unknown,True
28,No,Travel Rarely,1300.0,Unknown,17.0,2,Unknown,0.01,3,Male,79.0,3,2,Laboratory Technician,1,Unknown,4558.0,13535,1,Unknown,12,3.0,4,1,10.0,2,3.0,10,1,8,Unknown,False
38,No,Travel Frequently,1490.0,Unknown,2.0,2,Unknown,556.0,4,Male,42.0,3,1,Laboratory Technician,4,Married,1702.0,12106,1,Yes,23,4.0,3,1,11.795059997303476,3,3.0,1,0,0,Unknown,False
19,Yes,Unknown,489.0,Unknown,2.0,2,Technical Degree,566.0,1,Male,65.74703835830469,2,1,Human Resources,4,Single,2564.0,18437,1,No,12,3.0,3,0,1.0,3,4.0,1,0,0,Unknown,True
57,No,Travel Rarely,210.0,Unknown,29.0,3,Unknown,568.0,1,Male,56.0,2,4,Manager,4,Divorced,6477.686121919585,22102,3,No,12,3.0,3,1,10.89695229066624,3,2.0,1,0,0,Unknown,True
47,No,Travel Rarely,983.0,Unknown,2.0,2,Medical,0.01,1,Female,65.0,3,2,Manufacturing Director,4,Unknown,5070.0,7389,5,Unknown,13,3.0,3,3,20.0,2,3.0,5,0,4,Unknown,True
54,No,Travel Rarely,548.0,Unknown,8.0,4,Life Sciences,0.01,3,Female,42.0,3,2,Laboratory Technician,3,Single,3780.0,23428,7,Unknown,11,3.0,3,0,11.132786741055591,3,3.0,1,0,0,Unknown,False
31,Yes,Travel Frequently,534.0,Unknown,8.91109774689128,3,Unknown,0.01,4,Male,66.0,3,3,Healthcare Representative,3,Unknown,9824.0,22908,3,No,12,3.0,1,0,12.0,2,3.0,1,0,0,Unknown,True
18,Yes,Travel Frequently,1306.0,Unknown,5.0,3,Marketing,614.0,2,Male,69.0,3,1,Sales Representative,2,Unknown,1878.0,8059,1,Yes,14,3.0,4,0,11.669539555064537,3,3.0,0,0,0,Unknown,False
40,No,Unknown,1094.0,Unknown,28.0,3,Other,615.0,3,Male,58.0,1,3,Sales Executive,1,Unknown,6477.686121919585,11373,3,No,15,3.0,3,1,20.0,2,3.0,1,0,1,Unknown,True
26,No,Unknown,775.0,Unknown,29.0,2,Unknown,0.01,1,Male,45.0,3,2,Sales Executive,3,Unknown,6477.686121919585,4267,5,Unknown,12,3.0,1,2,8.0,5,3.0,0,0,0,Unknown,True
26,Yes,Travel Rarely,471.0, Research & Development ,8.915620867598372,3,Unknown,622.0,3,Male,66.0,1,1,Laboratory Technician,4,Single,2340.0,23213,1,Yes,18,3.0,2,0,1.0,3,1.0,1,0,0,Laboratory Technician - Research & Development,True
38,No,Unknown,1495.0,Unknown,10.0,3,Unknown,0.01,3,Female,76.0,3,2,Healthcare Representative,3,Unknown,6477.686121919585,22174,3,No,19,3.0,3,1,18.0,4,3.0,1,0,0,Unknown,True
24,No,Unknown,823.0,Unknown,17.0,2,Other,643.0,4,Male,94.0,2,1,Laboratory Technician,2,Married,2127.0,9100,1,No,21,4.0,4,1,1.0,2,3.0,1,0,0,Unknown,True
30,Yes,Travel Frequently,448.0,Unknown,12.0,4,Unknown,648.0,2,Male,74.0,2,1,Sales Representative,1,Married,2033.0,14470,1,No,18,3.0,3,1,1.0,2,4.0,1,0,0,Unknown,True
37,No,Travel Rarely,558.0,Unknown,2.0,3,Marketing,656.0,4,Male,75.0,3,2,Sales Executive,3,Married,9602.0,3010,4,Unknown,11,3.0,3,1,11.144600558493151,3,2.0,3,1,0,Unknown,False
20,No,Travel Rarely,959.0, Research & Development ,1.0,3,Life Sciences,657.0,4,Female,83.0,2,1,Research Scientist,2,Unknown,6477.686121919585,11757,1,No,13,3.0,4,0,1.0,0,4.0,1,0,0,Research Scientist - Research & Development,True
43,No,Unknown,782.0,Unknown,8.889442096421883,4,Other,661.0,2,Male,50.0,2,4,Research Director,4,Divorced,16627.0,2671,4,Unknown,14,3.0,3,1,21.0,3,3.0,1,0,0,Unknown,False
38,No,Unknown,362.0,Unknown,8.923171737220233,1,Life Sciences,662.0,3,Female,65.63332530056006,3,1,Research Scientist,1,Unknown,6477.686121919585,14561,3,No,17,3.0,4,0,8.0,3,2.0,0,0,0,Unknown,True
33,No,Unknown,1216.0, Sales ,8.0,4,Marketing,0.01,3,Male,39.0,3,2,Sales Executive,3,Divorced,6477.686121919585,20431,0,Unknown,12,3.0,4,0,6.0,3,3.0,5,1,2,Sales Executive - Sales,False
30,No,Unknown,160.0,Unknown,3.0,3,Unknown,0.01,3,Female,71.0,3,1,Research Scientist,3,Unknown,2083.0,22653,1,No,20,4.0,3,1,1.0,2,3.0,1,0,0,Unknown,False
29,No,Unknown,802.0368737754663, Sales ,8.891162020191336,2,Medical,690.0,2,Female,62.0,3,2,Sales Executive,3,Unknown,6477.686121919585,3487,1,No,14,3.0,1,1,11.314219850318084,5,2.0,6,1,2,Sales Executive - Sales,False
20,Yes,Unknown,1362.0,Unknown,10.0,1,Medical,701.0,4,Male,32.0,3,1,Research Scientist,3,Single,1009.0,26999,1,Unknown,11,3.0,4,0,11.703561407299166,5,3.0,1,1,1,Unknown,True
35,No,Non Travel,727.0,Unknown,8.891163116605915,3,Unknown,704.0,2,Male,41.0,2,1,Laboratory Technician,3,Married,6477.686121919585,16900,1,No,18,3.0,3,2,1.0,3,3.0,1,0,0,Unknown,False
37,No,Unknown,1225.0,Unknown,10.0,2,Life Sciences,715.0,4,Male,80.0,4,1,Research Scientist,4,Single,6477.686121919585,15232,3,No,17,3.0,1,0,11.61411651693263,2,3.0,1,0,0,Unknown,True
38,No,Unknown,168.0,Unknown,1.0,3,Unknown,743.0,3,Female,81.0,3,3,Manufacturing Director,3,Single,7861.0,15397,4,Yes,14,3.0,4,0,10.0,4,3.0,1,0,0,Unknown,True
29,No,Unknown,1396.0,Unknown,10.0,3,Unknown,749.0,3,Male,66.56485769131801,3,1,Sales Representative,3,Single,2642.0,2755,1,No,11,3.0,3,0,1.0,6,3.0,1,0,0,Unknown,False
35,No,Unknown,1225.0,Unknown,2.0,4,Unknown,0.01,4,Female,61.0,3,2,Healthcare Representative,1,Divorced,6477.686121919585,4761,2,No,11,3.0,1,1,16.0,2,4.0,1,0,0,Unknown,True
38,No,Travel Rarely,268.0,Unknown,2.0,5,Medical,773.0,4,Male,92.0,3,1,Research Scientist,3,Married,6477.686121919585,20471,6,Yes,13,3.0,2,1,10.943166949207805,0,1.0,1,0,1,Unknown,True
34,No,Travel Rarely,167.0,Unknown,8.0,5,Life Sciences,775.0,2,Female,32.0,3,2,Manufacturing Director,1,Unknown,5121.0,4187,3,No,14,3.0,3,1,10.86352117687957,3,3.0,0,0,0,Unknown,True
23,Yes,Unknown,1243.0,Unknown,6.0,3,Life Sciences,811.0,3,Male,66.42671097513515,4,1,Laboratory Technician,1,Unknown,6477.686121919585,3445,1,Yes,21,4.0,3,2,1.0,2,3.0,0,0,0,Unknown,False
24,No,Unknown,1092.0,Unknown,9.0,3,Life Sciences,812.0,3,Male,60.0,2,1,Laboratory Technician,2,Divorced,2694.0,26551,1,No,11,3.0,3,3,11.517771188240882,4,3.0,1,0,0,Unknown,False
29,Yes,Travel Rarely,805.0,Unknown,1.0,2,Life Sciences,816.0,2,Female,36.0,2,1,Laboratory Technician,1,Married,6477.686121919585,6689,1,Unknown,11,3.0,4,1,1.0,1,3.0,1,0,0,Unknown,True
40,No,Travel Frequently,720.0,Unknown,16.0,4,Medical,832.0,1,Male,51.0,2,2,Laboratory Technician,3,Unknown,5094.0,11983,6,No,14,3.0,4,0,10.0,6,3.0,1,0,0,Unknown,True
30,No,Travel Rarely,801.9231697064886, Research & Development ,2.0,3,Unknown,833.0,3,Female,52.0,2,2,Manufacturing Director,4,Single,6477.686121919585,20234,5,Unknown,24,4.0,2,0,12.0,4,2.0,0,0,0,Manufacturing Director - Research & Development,True
45,No,Unknown,252.0,Unknown,2.0,3,Unknown,834.0,2,Female,95.0,2,1,Research Scientist,3,Unknown,2274.0,6153,1,No,14,3.0,4,0,1.0,3,3.0,1,0,0,Unknown,True
27,No,Unknown,443.0,Unknown,3.0,3,Medical,0.01,4,Male,50.0,3,1,Research Scientist,4,Married,6477.686121919585,16571,1,Unknown,11,3.0,3,3,0.0,6,2.0,0,0,0,Unknown,True
37,No,Unknown,342.0,Unknown,16.0,4,Marketing,0.01,4,Male,66.0,2,2,Sales Executive,3,Unknown,6477.686121919585,24558,4,Unknown,19,3.0,4,2,9.0,2,3.0,1,0,0,Unknown,True
32,No,Unknown,300.0,Unknown,1.0,3,Life Sciences,0.01,4,Male,61.0,3,1,Laboratory Technician,4,Divorced,2314.0,9148,0,No,12,3.0,2,1,4.0,2,3.0,3,0,2,Unknown,True
53,No,Travel Rarely,868.0,Unknown,8.0,3,Marketing,897.0,1,Male,73.0,3,4,Sales Executive,4,Married,6477.686121919585,22789,5,Unknown,14,3.0,3,1,28.0,3,3.0,2,2,2,Unknown,True
37,No,Unknown,1252.0,Unknown,8.851736409602827,2,Unknown,904.0,1,Male,32.0,3,3,Sales Executive,2,Single,6477.686121919585,4814,1,Yes,13,3.0,4,0,11.626246032994656,2,3.0,10,0,9,Unknown,False
32,Yes,Travel Rarely,374.0,Unknown,25.0,4,Unknown,911.0,1,Male,87.0,3,1,Laboratory Technician,4,Unknown,6477.686121919585,18016,1,Unknown,24,4.0,3,0,1.0,2,1.0,1,0,1,Unknown,True
58,Yes,Travel Frequently,781.0,Unknown,2.0,1,Unknown,918.0,4,Male,57.0,2,1,Laboratory Technician,4,Divorced,2380.0,13384,9,Unknown,14,3.0,4,1,3.0,3,2.0,1,0,0,Unknown,True
43,No,Travel Rarely,177.0,Unknown,8.0,3,Unknown,0.01,1,Female,55.0,3,2,Manufacturing Director,2,Divorced,6477.686121919585,23814,4,No,21,4.0,3,1,4.0,2,4.0,1,0,0,Unknown,False
21,Yes,Travel Rarely,1427.0, Research & Development ,18.0,1,Other,923.0,4,Female,65.0,3,1,Research Scientist,4,Single,6477.686121919585,8870,1,No,19,3.0,1,0,11.753886635822687,3,2.0,1,0,0,Research Scientist - Research & Development,False
34,No,Unknown,546.0,Unknown,8.914671918428542,3,Life Sciences,934.0,4,Male,83.0,3,1,Laboratory Technician,2,Unknown,2008.0,6896,1,No,14,3.0,2,2,1.0,3,3.0,1,1,0,Unknown,True
58,No,Unknown,1272.0,Unknown,5.0,3,Unknown,940.0,3,Female,37.0,2,3,Healthcare Representative,2,Divorced,10552.0,9255,2,Unknown,13,3.0,4,1,24.0,3,3.0,6,0,4,Unknown,False
48,No,Unknown,801.9035653630967,Unknown,20.0,4,Medical,945.0,4,Male,51.0,3,1,Research Scientist,3,Married,2259.0,5543,4,Unknown,17,3.0,1,2,13.0,2,2.0,0,0,0,Unknown,False
32,No,Non Travel,1184.0,Unknown,1.0,3,Life Sciences,951.0,3,Female,70.0,2,1,Laboratory Technician,2,Married,6477.686121919585,3974,6,No,20,3.0,3,0,5.0,3,3.0,3,0,2,Unknown,True
25,Yes,Unknown,867.0,Unknown,19.0,2,Marketing,952.0,3,Male,36.0,2,1,Sales Representative,2,Married,2413.0,18798,1,Yes,18,3.0,3,3,11.356059826400072,2,3.0,1,0,0,Unknown,False
40,No,Unknown,658.0, Sales ,10.0,4,Marketing,954.0,1,Male,67.0,2,3,Sales Executive,2,Divorced,6477.686121919585,20652,2,No,12,3.0,2,1,11.0,2,2.0,1,0,0,Sales Executive - Sales,True
19,Yes,Unknown,419.0,Unknown,21.0,3,Other,959.0,4,Male,37.0,2,1,Sales Representative,2,Single,2121.0,9947,1,Yes,13,3.0,2,0,1.0,3,4.0,1,0,0,Unknown,False
20,Yes,Travel Rarely,129.0, Research & Development ,4.0,3,Technical Degree,0.01,1,Male,84.0,3,1,Laboratory Technician,1,Single,6477.686121919585,13008,1,Unknown,19,3.0,2,0,1.0,2,3.0,1,0,0,Laboratory Technician - Research & Development,False
33,No,Travel Rarely,1069.0,Unknown,1.0,3,Unknown,0.01,2,Female,42.0,2,2,Healthcare Representative,4,Unknown,6477.686121919585,12291,0,Unknown,14,3.0,1,0,6.0,3,3.0,5,1,4,Unknown,True
58,Yes,Travel Rarely,289.0,Unknown,2.0,3,Unknown,0.01,4,Male,51.0,3,1,Research Scientist,3,Single,2479.0,26227,4,No,24,4.0,1,0,7.0,4,3.0,1,0,0,Unknown,False
40,Yes,Non Travel,1479.0,Unknown,24.0,3,Unknown,986.0,2,Female,100.0,4,4,Sales Executive,2,Single,13194.0,17071,4,Unknown,16,3.0,4,0,22.0,2,2.0,1,0,0,Unknown,True
29,Yes,Travel Rarely,906.0,Unknown,10.0,3,Unknown,994.0,4,Female,92.0,2,1,Research Scientist,1,Single,6477.686121919585,11479,6,Yes,20,4.0,3,0,3.0,5,3.0,0,0,0,Unknown,True
47,No,Travel Rarely,955.0,Unknown,8.885748779632186,2,Life Sciences,1003.0,4,Female,83.0,3,2,Sales Executive,4,Single,4163.0,8571,1,Yes,17,3.0,3,0,9.0,0,3.0,9,0,7,Unknown,False
